Compound,Best,Flag
C33561839_P151061361,-8.10149193,0
C06101517_P154396994,-8.10097218,0
C39853670_P60474530,-8.10074329,0
C04922726_P07382874,-8.10046768,0
C94264476_P147733156,-8.09960938,0
C03090106_P152676485,-8.0959549,0
C39489931_P59861441,-8.09298325,0
C04362001_P05800995,-8.09204674,0
C14151852_P89671973,-8.08742523,0
C96956602_P153452989,-8.0869894,0
C13144370_P56501023,-8.08608913,0
C06485592_P19366544,-8.08477688,0
C08973034_P112614762,-8.08466816,0
C38596192_P58421628,-8.08235836,0
C24044436_P35660324,-8.08213711,0
C15882144_P23977307,-8.08177948,0
C15882144_P23979733,-8.08177948,0
C59946963_P91440631,-8.0813446,0
C06728258_P10630661,-8.08035946,0
C20153518_P30018115,-8.07949352,0
C16936195_P25497093,-8.07940006,0
C17076120_P74941480,-8.07921791,0
C05814729_P91455363,-8.07904053,0
C01764310_P12760984,-8.07684612,0
C25577538_P37805880,-8.07524204,0
C98268302_P156307442,-8.07369709,0
C05209124_P19972468,-8.07328606,0
C13218421_P19935503,-8.07246017,0
C10687065_P16130523,-8.07232857,0
C06751403_P13676440,-8.06637573,0
C12208082_P17954766,-8.06626797,0
C14665065_P22390046,-8.06606388,0
C09281681_P155888803,-8.06266785,0
C02261940_P19767137,-8.06069374,0
C33277365_P49212494,-8.06046486,0
C13129804_P131668619,-8.05919456,0
C02198487_P57363897,-8.0576458,0
C22852612_P33945710,-8.05622101,0
C00673636_P29456688,-8.05436611,0
C33306607_P49260969,-8.05157948,0
C39911592_P60558463,-8.05129433,0
C95936892_P151064381,-8.04822636,0
Isatin_77-2GZ7,-8.04790497,1
C22847566_P89819307,-8.04679775,0
C33747897_P152269713,-8.04666901,0
C72404214_P112620152,-8.04602146,0
C03206291_P08347675,-8.04547787,0
C21176393_P31611808,-8.04273987,0
C33369895_P49410944,-8.04238319,0
C05275841_P07801932,-8.04171371,0
Thiophene_106-2GZ7,-8.04116821,1
C01721959_P09076740,-8.04116344,0
C20132524_P29957596,-8.03843117,0
C16031736_P24220338,-8.03700256,0
C02917675_P83511514,-8.03194427,0
C92831035_P145338107,-8.03192806,0
C65002235_P99884520,-8.03043175,0
C20885370_P31176699,-8.03039169,0
C40682442_P61750864,-8.02841473,0
C52065307_P77949147,-8.02746296,0
C40803414_P61945992,-8.02715206,0
C19170000_P155528591,-8.02246761,0
C01139845_P09507221,-8.02172279,0
C10156660_P15471405,-8.02151775,0
C01016500_P56393845,-8.01982307,0
C35532160_P57864331,-8.01978207,0
C01169742_P09497630,-8.01759911,0
C01050138_P07394613,-8.01695156,0
C12559766_P86294508,-8.01639462,0
C64947292_P151934069,-8.01572132,0
C09426328_P14443718,-8.01495838,0
C71575210_P110775975,-8.01494312,0
C33256446_P49182462,-8.01444721,0
C82106688_P128136033,-8.01055241,0
C14608040_P22321628,-8.01014233,0
C37522457_P152423657,-8.00979328,0
C72337095_P112447372,-8.0089159,0
C00222978_P87586768,-8.00770664,0
C96767603_P152981919,-8.0066433,0
C88763007_P138849097,-8.0054121,0
C96396693_P152106511,-8.00269032,0
C08430242_P12758147,-8.00152683,0
C21894284_P32583972,-8.00053215,0
C13584555_P20919792,-8.00014019,0
C03025112_P09694994,-7.99924707,0
C71770428_P111212889,-7.99893522,0
C08821137_P81481144,-7.99820471,0
C13563063_P75254403,-7.9966917,0
3V3M_lig-2GZ7,-7.99406815,1
C21464093_P32021562,-7.99374485,0
C00781560_P09346809,-7.99366188,0
C40174814_P60971747,-7.99333096,0
C39771510_P60308629,-7.9927578,0
C03263044_P09531458,-7.99198341,0
C41584661_P96682993,-7.99045181,0
C54541642_P82070941,-7.9900589,0
C02368744_P09308820,-7.98875666,0
C72362908_P112515016,-7.98811054,0
C36347617_P151640551,-7.98750639,0
C21239921_P31700460,-7.98690033,0
C21258835_P31729320,-7.98681736,0
C01228570_P23780728,-7.98609447,0
C04088363_P07433040,-7.98604584,0
C08843161_P153393768,-7.98497486,0
C24925978_P36879831,-7.98455572,0
C12323780_P18207279,-7.98382521,0
C22610698_P33579308,-7.98326778,0
Terpene_99-2GZ7,-7.98227692,1
C39897404_P60527157,-7.98070288,0
C96476259_P152359996,-7.98023224,0
C96766198_P152977474,-7.97840452,0
C12497194_P18366010,-7.97639561,0
C95981405_P151157637,-7.97577095,0
C12274032_P18033909,-7.97542095,0
C05060472_P83032413,-7.97533083,0
C71848135_P111449716,-7.97518396,0
C04248415_P10193169,-7.97463942,0
C76457415_P119256248,-7.97458315,0
C35557215_P151949011,-7.9728055,0
C13110723_P31076764,-7.97234344,0
C21243554_P31706032,-7.96989965,0
C57748355_P86828434,-7.96900463,0
C94354779_P147882351,-7.96863174,0
C96912376_P153379458,-7.9681735,0
C09357906_P112470181,-7.96661377,0
C78545136_P122556802,-7.96552706,0
C23640111_P35064196,-7.9643569,0
C17091195_P52382879,-7.96368885,0
C45995342_P100423624,-7.96350241,0
C72171441_P112087372,-7.96335983,0
C15671992_P23651489,-7.96173191,0
C68738231_P105513630,-7.96143532,0
C02951396_P30765194,-7.96127367,0
C40827555_P61986924,-7.96112108,0
C24220207_P35926950,-7.95998001,0
C98334575_P156401307,-7.95943451,0
C28682246_P154630697,-7.95910931,0
C08755665_P13439158,-7.95656681,0
C34700288_P51491226,-7.95502281,0
C32111879_P47338969,-7.95486927,0
C39708781_P60199689,-7.95172644,0
C39404445_P59719418,-7.95132685,0
C04017395_P04964887,-7.94990301,0
C29817084_P45871640,-7.94987011,0
C59566924_P90713243,-7.94880009,0
C15279060_P23171695,-7.94730282,0
C01423019_P79955354,-7.94681072,0
C59459424_P90483068,-7.9467721,0
C59165076_P89785928,-7.94270992,0
C41108753_P62385492,-7.94265985,0
C97490977_P154426869,-7.94150829,0
C39896574_P60525113,-7.93904972,0
C95350691_P149759364,-7.93870783,0
C22569389_P33521769,-7.93832541,0
C23312447_P34601489,-7.93711662,0
C05065052_P07471155,-7.93631935,0
C08895360_P152702402,-7.93417549,0
C40709459_P61793622,-7.93358707,0
C01434713_P155477913,-7.93106461,0
C13360157_P20515553,-7.92998552,0
C20605684_P30743783,-7.92842865,0
C71179743_P109892224,-7.92630911,0
C36630111_P54439861,-7.92200375,0
C97994288_P155639533,-7.92117167,0
C35453169_P52604431,-7.92105818,0
C13608472_P92117550,-7.92045736,0
C21893429_P32582816,-7.92026997,0
C35817024_P151778536,-7.91797686,0
C22013535_P32753590,-7.91146231,0
C01132695_P30141198,-7.91137886,0
C96101968_P151377956,-7.91050339,0
C94543838_P148199975,-7.9092679,0
C23847070_P35361626,-7.90816307,0
C15792164_P105927952,-7.90633678,0
C40782369_P61912627,-7.90601587,0
C20326304_P30275325,-7.90530872,0
C27520481_P40552175,-7.90459442,0
C06931795_P126231614,-7.90429306,0
C04945460_P59996406,-7.90358305,0
C01411878_P89741632,-7.90216208,0
C20940696_P31262316,-7.90174389,0
C09434318_P17523621,-7.90091038,0
C09095236_P13951836,-7.90015364,0
C09327472_P128266366,-7.89985704,0
C16672236_P29267532,-7.89923382,0
C04885469_P07116125,-7.89750147,0
C01435026_P155658608,-7.89688873,0
C64844419_P151918806,-7.89647245,0
C02573681_P14935570,-7.89517641,0
C36639737_P61044081,-7.89340925,0
C17858953_P112012259,-7.89269161,0
C13129805_P19572403,-7.8892355,0
C40372218_P61287136,-7.88908911,0
C37425652_P55639746,-7.88580418,0
C04788556_P06906937,-7.88566065,0
C59433541_P90427558,-7.88410711,0
C91354697_P142938356,-7.88320541,0
Pyridine_132-2GZ7,-7.88297319,1
C08306704_P155822008,-7.88272619,0
C96244146_P151674322,-7.88231897,0
C24983956_P111116252,-7.88051271,0
C65261148_P151885963,-7.87965202,0
C19804632_P29408003,-7.87654018,0
C41513255_P96622927,-7.87588024,0
C09635755_P20558159,-7.87514639,0
C21107785_P31501158,-7.87499619,0
C95395442_P149850409,-7.87488079,0
C71835679_P111417690,-7.87316799,0
C58358251_P88110959,-7.87263823,0
C09508504_P14569552,-7.87153101,0
C15729140_P155480592,-7.8710928,0
C17173006_P25814766,-7.8710928,0
C15942528_P127960890,-7.86841345,0
C12524705_P20632837,-7.86632204,0
C16936181_P25497079,-7.8660264,0
C65239381_P152110399,-7.86546183,0
C79005013_P123321291,-7.86504316,0
C41117818_P62395378,-7.86358833,0
C40805375_P61956591,-7.86247778,0
C01184408_P29528377,-7.86218262,0
C07708640_P11844421,-7.85919905,0
C94263785_P147740653,-7.85885906,0
C21505476_P32069824,-7.85852194,0
C03984903_P30421335,-7.85702896,0
C31858934_P57666420,-7.85677147,0
C02674443_P76864208,-7.85645056,0
C97986399_P155619269,-7.85417938,0
C13940858_P21446666,-7.85175419,0
C04287534_P156202388,-7.84795332,0
C09140632_P14077354,-7.84665632,0
C15730772_P23732725,-7.842875,0
C96940954_P153426456,-7.83985996,0
C00078728_P06152459,-7.83854723,0
C96476797_P152360426,-7.83846188,0
C70669937_P109028157,-7.83745575,0
C70666829_P154716265,-7.83726788,0
C34764509_P133664619,-7.83703995,0
C59533885_P90658358,-7.83662653,0
C19857535_P53658272,-7.83637238,0
C02237892_P19765599,-7.83400536,0
C59253586_P131422112,-7.83336496,0
C96569416_P152609217,-7.83267307,0
C12627813_P18778209,-7.83250189,0
C40983307_P62204632,-7.8320179,0
C04748284_P06814616,-7.83149719,0
C08614050_P57144901,-7.83107424,0
C08514719_P61362185,-7.82964802,0
C21835600_P32514353,-7.82949114,0
C00710925_P152621913,-7.82819653,0
C25249538_P37332696,-7.82749128,0
C41586557_P96681706,-7.82708502,0
C02938321_P09910764,-7.825212,0
C64987895_P99851338,-7.8244071,0
C37605216_P55931074,-7.82404566,0
C02923024_P113930765,-7.82087135,0
C78719871_P122842131,-7.81846857,0
C05499823_P90589730,-7.81737804,0
C90685125_P141840038,-7.81562901,0
C71288093_P110198232,-7.81516027,0
C04722729_P06756457,-7.81345606,0
C26512253_P39109906,-7.81113911,0
C58423377_P88246085,-7.81061649,0
C43737230_P66108618,-7.81001234,0
C77979464_P121668863,-7.80920887,0
C00707942_P05205994,-7.80898905,0
C36245414_P53852129,-7.80853415,0
C72449634_P112715865,-7.80683947,0
C38876044_P95055906,-7.80533123,0
C06190707_P09585832,-7.80516005,0
C33672653_P49888875,-7.8021059,0
C94263907_P147738372,-7.8018651,0
C16449168_P24855582,-7.79942322,0
C72440065_P112707540,-7.79938507,0
C04196421_P05437652,-7.79725981,0
C43727043_P66090914,-7.79721403,0
C70353453_P108457526,-7.79713869,0
C00863533_P29552676,-7.79709768,0
C01123382_P07471595,-7.79672861,0
C94606658_P148293874,-7.79514313,0
C08600961_P57173387,-7.79115009,0
C89175054_P139464650,-7.7911191,0
C56227496_P154951505,-7.788414,0
C64844446_P151918830,-7.78832912,0
C91892915_P143859149,-7.78713465,0
C97573246_P154637554,-7.78657341,0
C63526240_P97551159,-7.7856884,0
C71838317_P111424540,-7.7855773,0
C39870181_P60493469,-7.78281641,0
C02282136_P155267462,-7.7816081,0
C03211605_P08349507,-7.78125715,0
C41006802_P62238743,-7.78089285,0
C96792147_P153031045,-7.77969456,0
C94353431_P147881003,-7.77862597,0
C04667612_P133635752,-7.77857161,0
C88802248_P138913160,-7.77842045,0
C96586026_P152645306,-7.7774725,0
C55568636_P83701936,-7.77689886,0
C15009981_P154379009,-7.77414417,0
C28216973_P89214177,-7.77411556,0
C37264073_P55413880,-7.77342844,0
C32577604_P48215805,-7.77282286,0
C35381078_P52511823,-7.77271557,0
C06762749_P155640653,-7.77169132,0
C38536208_P58324842,-7.77160597,0
C40866598_P62040579,-7.76530361,0
C25512952_P37748808,-7.7637496,0
C59536751_P90656563,-7.76296234,0
C22106812_P32883993,-7.76287603,0
C08163707_P19716393,-7.7597723,0
C69489598_P106890686,-7.75871849,0
C40398288_P61323588,-7.75785971,0
C00755501_P79823399,-7.7564044,0
C05445777_P08064990,-7.75617838,0
C15869522_P23952328,-7.75562859,0
C59461191_P90484290,-7.75194693,0
C59566943_P90713267,-7.75084114,0
C02235597_P155487407,-7.74883032,0
C42860072_P64789225,-7.74774075,0
C09187256_P14150985,-7.74682522,0
C97637125_P154785202,-7.74558592,0
C20175535_P30041614,-7.74460745,0
C97215041_P153931611,-7.74410534,0
C04115410_P128004589,-7.74271059,0
C20532198_P30615900,-7.74169016,0
C64844415_P151918805,-7.74034595,0
C02886998_P05757578,-7.73834753,0
C06775897_P10694750,-7.73653984,0
C12029696_P17735919,-7.73304796,0
C94542444_P148198574,-7.73269653,0
C07444105_P11527373,-7.73019028,0
C23304659_P34586936,-7.72995472,0
C12563664_P48410975,-7.72982168,0
C00800909_P06263117,-7.72927761,0
C05952186_P08917169,-7.72855902,0
C20696981_P30897895,-7.72840166,0
C97167214_P153846225,-7.72728348,0
C00863457_P29394205,-7.72622442,0
C92130592_P144254485,-7.725811,0
C28017996_P41261987,-7.72560835,0
C96165023_P151493307,-7.72553396,0
C06550525_P10321137,-7.72496986,0
C48771257_P72880133,-7.72324944,0
C64795273_P151909759,-7.72289753,0
C08437608_P12775189,-7.72268391,0
C71755388_P111172799,-7.71723652,0
C23573173_P34975528,-7.71311045,0
C37407566_P55617830,-7.71227217,0
C06893862_P10865772,-7.71071672,0
C32565766_P60224659,-7.70688105,0
C59733515_P91035089,-7.7062993,0
C95029493_P148970934,-7.70586586,0
C15800395_P23815216,-7.70576763,0
C58919321_P89192053,-7.70443344,0
C78467507_P122410298,-7.70194483,0
C20942731_P31265592,-7.7002182,0
C63781093_P97935433,-7.69932938,0
C63426903_P97400353,-7.69847441,0
C40710865_P61799097,-7.69827032,0
C96507786_P152489481,-7.69806719,0
C21962889_P32687979,-7.69776964,0
C01035046_P09472255,-7.69742775,0
C16801106_P60815246,-7.69709682,0
C04580021_P06276653,-7.69682217,0
C94606650_P148293866,-7.69447041,0
C05211878_P07704817,-7.69383717,0
C26330316_P38824168,-7.6937418,0
C79880211_P124798716,-7.6934967,0
C70703127_P109101005,-7.69261122,0
C96476163_P152359897,-7.69139194,0
C38771702_P58709455,-7.69077349,0
C02529679_P156197582,-7.68914604,0
C00628302_P06533175,-7.68904257,0
C59224391_P153204226,-7.68802357,0
C09768644_P14946433,-7.68778419,0
C80672811_P125940577,-7.68602324,0
C08384888_P74975222,-7.68524265,0
C72302210_P112369953,-7.68517923,0
C60098392_P91746849,-7.68490982,0
C19732490_P29267322,-7.68418932,0
C77458621_P120864303,-7.68382835,0
C13264824_P20114530,-7.68244171,0
C65021113_P99912245,-7.68165731,0
Isatin_80-2GZ7,-7.68103027,1
C19642667_P29101107,-7.68014717,0
C15015488_P128095649,-7.68004704,0
C20618024_P30761295,-7.67964029,0
Isatin_75-2GZ7,-7.67940903,1
C98259816_P156299668,-7.67913914,0
C36371944_P54063256,-7.67811918,0
C80508089_P125703957,-7.67778254,0
C20698339_P30899878,-7.67767954,0
C12555609_P19096166,-7.67756081,0
C03482296_P09928227,-7.67662334,0
C95474612_P149975383,-7.67586231,0
C83313763_P130276011,-7.67547941,0
C64143514_P98455709,-7.67489147,0
C07258422_P19610883,-7.67311859,0
C04578911_P06274481,-7.67053795,0
C09694699_P26964688,-7.66916656,0
C04155221_P56821438,-7.66766882,0
C62810647_P96384831,-7.66645956,0
C96341490_P152007069,-7.66576338,0
C21524202_P32144926,-7.66545963,0
C23723864_P88617265,-7.66394186,0
C09686740_P14998433,-7.66228485,0
C01076245_P06279793,-7.66200018,0
Imidazole_134-2GZ7,-7.66142273,1
C17099632_P25713830,-7.65853405,0
C95958551_P151121503,-7.65671873,0
C06845525_P10794638,-7.65217304,0
C86581756_P135534737,-7.65155411,0
C17077236_P90594298,-7.65070486,0
C84471241_P153158881,-7.64916277,0
C50309804_P75247233,-7.64890862,0
C14671680_P30476251,-7.64827108,0
C76041149_P118569740,-7.64738607,0
C33306451_P49268959,-7.64570618,0
C96317759_P151900832,-7.64445925,0
C16162790_P83047794,-7.64346981,0
C04930355_P56564290,-7.64338446,0
C04705000_P06704857,-7.64100218,0
C48289304_P72245295,-7.6386323,0
C94543840_P148199977,-7.63846874,0
C19848005_P83161317,-7.63822603,0
Pyridine_131b-2GZ7,-7.63764191,1
C35167395_P89613396,-7.63714981,0
C09323810_P152396232,-7.63645601,0
C13629133_P20984931,-7.63630104,0
C12525772_P18404247,-7.63595295,0
C11787920_P17449288,-7.63586712,0
C41356652_P96548345,-7.63516092,0
C13197240_P19863726,-7.63371754,0
C04957429_P07242233,-7.63353205,0
C49449909_P73832279,-7.63153696,0
C90303140_P141167173,-7.63084936,0
C00002532_P13218442,-7.62796831,0
C13225303_P19959711,-7.62791014,0
C15746418_P114732569,-7.62760925,0
C00826292_P18248652,-7.62676096,0
C67320114_P103407227,-7.62509871,0
C40150708_P60936315,-7.62320423,0
C33401917_P153180524,-7.6218996,0
C22843646_P33911995,-7.62090874,0
C74648745_P116323226,-7.62051964,0
C19732492_P29267324,-7.61983204,0
C12786090_P18787192,-7.61852884,0
C59961022_P91460840,-7.61769152,0
C00222080_P87577443,-7.61650085,0
C04003122_P20209913,-7.61637545,0
C02866137_P152691430,-7.61535931,0
C86068173_P134769588,-7.61450386,0
C51033039_P119156632,-7.61208344,0
C02331049_P49309022,-7.61109352,0
C64611576_P99216488,-7.60969448,0
C24345970_P88530371,-7.60803843,0
C59147491_P89748741,-7.60136461,0
C12183099_P17922638,-7.59976053,0
C10167095_P85518331,-7.59882545,0
C22859081_P151710140,-7.59730577,0
C78982825_P123286175,-7.59657669,0
C35734570_P53041348,-7.59651518,0
C72133595_P111984983,-7.5960989,0
C01075753_P06279620,-7.59561157,0
C00648972_P79822630,-7.5948348,0
C04732663_P06783539,-7.59482861,0
C06750529_P10659485,-7.59443951,0
C96913163_P153381621,-7.59098101,0
C66520166_P156059613,-7.5899291,0
C59679064_P90932046,-7.58843708,0
C15955731_P24104132,-7.58526754,0
C59466300_P90491868,-7.58430767,0
C40287774_P61156434,-7.58389473,0
C61675428_P94457791,-7.58376455,0
C93130120_P145809163,-7.58348799,0
C37424472_P55638190,-7.58287287,0
C39870182_P60493470,-7.58281946,0
C24959450_P36930786,-7.58219242,0
C39908647_P60547877,-7.58205986,0
C11618452_P17259533,-7.58078623,0
C36596945_P54393671,-7.58077288,0
C09496750_P14551287,-7.5805397,0
C83316895_P130269199,-7.57856274,0
C58788566_P88968710,-7.57363558,0
C38931190_P95069799,-7.57296562,0
C20598115_P30727689,-7.57190418,0
C44126747_P66661191,-7.57118511,0
C88046308_P137699658,-7.5682478,0
C25315747_P37422582,-7.56780672,0
C65794435_P101220147,-7.56570721,0
C90727380_P141921328,-7.56558371,0
C06753337_P56773738,-7.56366062,0
C97970787_P155586254,-7.56215286,0
C90561663_P141632073,-7.56151056,0
C77536840_P121004336,-7.560462,0
C16572359_P25028108,-7.55971479,0
C60360618_P92193297,-7.5586729,0
C94396228_P147952160,-7.55840635,0
C35351207_P151226695,-7.55781555,0
C05757173_P30408651,-7.55705118,0
Misc_184-2GZ7,-7.55581522,1
C60968199_P93293176,-7.55543661,0
C23431575_P151815466,-7.55516195,0
C05876746_P08792712,-7.55441093,0
C04490948_P06091961,-7.55156708,0
C22024612_P32779160,-7.55058575,0
C04853861_P09518193,-7.55034685,0
C00820530_P20387216,-7.54896688,0
C00648039_P29394667,-7.54877234,0
C65744647_P101144541,-7.54797554,0
C94442305_P148011635,-7.5451684,0
C42151849_P132220590,-7.54151392,0
C00847641_P29336467,-7.54033709,0
C63411339_P97378502,-7.5398612,0
C92180167_P144318142,-7.539814,0
C24597817_P36435006,-7.53797913,0
C02747584_P08116786,-7.537889,0
C19535409_P28917542,-7.53091335,0
C16511881_P24931966,-7.52707481,0
C38068044_P57235156,-7.52700138,0
C52839233_P79179283,-7.52688742,0
C70485282_P108723957,-7.52586222,0
C55451430_P100950669,-7.52446699,0
C93198230_P145910613,-7.52334261,0
C57672146_P86694998,-7.52327824,0
C49010235_P73217701,-7.52115965,0
C72385518_P112565958,-7.51979017,0
C36583874_P54373024,-7.51955795,0
C19789812_P29371700,-7.51753855,0
C72473942_P112755673,-7.51663828,0
C22855006_P33948222,-7.51609182,0
C35383120_P52498227,-7.51422691,0
Misc_180-2GZ7,-7.51274729,1
C04116203_P05216202,-7.51238537,0
C12343906_P18138112,-7.50995922,0
C06815314_P156338769,-7.50913,0
C34853710_P51728033,-7.50780392,0
C65470399_P100691586,-7.50770855,0
C88498702_P138419891,-7.50752497,0
C37523464_P133689356,-7.50642729,0
C33377061_P152816095,-7.50550413,0
Pyridine_129-2GZ7,-7.50415182,1
C36680290_P58751663,-7.50337744,0
C33276031_P49210981,-7.50227356,0
C64795779_P151909916,-7.50183868,0
C04151389_P05391281,-7.5011673,0
C40782371_P61912632,-7.50097561,0
C91748766_P143656442,-7.5008564,0
C87200113_P136446104,-7.49850798,0
C71879423_P111515815,-7.49772978,0
C10104276_P15683594,-7.49621487,0
C96331805_P151982370,-7.49577379,0
C37376363_P55572487,-7.49283361,0
C50101385_P74943452,-7.49195194,0
C29923238_P43950812,-7.491745,0
C72203025_P112165462,-7.49070311,0
C88797362_P138906670,-7.48966169,0
C63156946_P96986015,-7.48896265,0
C90909136_P142201074,-7.48567915,0
C41161742_P62458389,-7.4853363,0
C93595381_P146577023,-7.48461342,0
C09259099_P14185887,-7.48438883,0
C01201674_P29309455,-7.48427963,0
C03085527_P29869511,-7.48047829,0
C86581751_P135534730,-7.4784708,0
C21892657_P32581733,-7.47763252,0
C32126559_P47363336,-7.47742414,0
C00829999_P126172847,-7.47673368,0
C08654493_P156340579,-7.47654963,0
C61812708_P94692537,-7.47550344,0
C70110162_P108068735,-7.47536707,0
C69315917_P106591383,-7.47038603,0
C90685178_P141840117,-7.46836042,0
C90727377_P141921323,-7.46814871,0
C04302299_P05664096,-7.46804714,0
C05592276_P08326480,-7.46708918,0
C24527351_P36331971,-7.46654224,0
C90305853_P141169887,-7.46620178,0
C71830858_P111405745,-7.46105909,0
C94366074_P147899031,-7.46090364,0
C04888267_P07120805,-7.46006632,0
C33286851_P152641092,-7.45956707,0
C07776840_P111332967,-7.45949173,0
C09050625_P13889718,-7.45836878,0
C40070083_P60811840,-7.45813656,0
C33834344_P50140854,-7.45797014,0
C23223022_P34474494,-7.45736217,0
C45562862_P117568908,-7.45670891,0
C44447612_P67089217,-7.45550203,0
C12930523_P86590441,-7.45377541,0
C94263403_P147732082,-7.45358372,0
C12285262_P18049984,-7.45086145,0
C65196122_P152079239,-7.44951868,0
C01833122_P07473295,-7.44907379,0
C12585416_P18502511,-7.44824171,0
C90559316_P141629468,-7.4479475,0
C60102849_P91726242,-7.44626284,0
C92780293_P145250954,-7.443923,0
C00534095_P07604663,-7.4407177,0
C71601440_P110820103,-7.43757677,0
C06527978_P117023975,-7.43485975,0
C85686285_P134151717,-7.43357706,0
C01430039_P09608847,-7.43190098,0
C87896894_P137486934,-7.43166399,0
C49476354_P73871895,-7.43123293,0
C06905229_P10880457,-7.42908382,0
C08780809_P13483841,-7.42710161,0
C12492747_P18358238,-7.42707634,0
C69197657_P106375189,-7.42445421,0
C63084092_P96881253,-7.42175961,0
C67350206_P103444786,-7.42106628,0
C93689935_P146748942,-7.4188962,0
C02889861_P09884337,-7.41822529,0
C09113970_P13979566,-7.41511345,0
C22632811_P33610126,-7.4142642,0
C01425517_P06673807,-7.41234636,0
C13584579_P20919820,-7.4119153,0
C94351776_P147879347,-7.410532,0
C32787788_P48564032,-7.40925121,0
C50305951_P75243380,-7.40794706,0
C33345084_P130277032,-7.4057312,0
C32603451_P48284604,-7.40516663,0
C96581872_P152633585,-7.4049902,0
C92782651_P145232929,-7.40352726,0
C05413833_P08009131,-7.40345621,0
C65317833_P132509886,-7.40261698,0
C88193155_P137955097,-7.40078068,0
C12524734_P20632860,-7.39796782,0
C05232056_P07737831,-7.39417219,0
C19860521_P56672941,-7.39387369,0
C54302252_P81718141,-7.39349174,0
C97024366_P153565314,-7.392735,0
C94262723_P147740197,-7.39049292,0
C37745260_P56122290,-7.39003563,0
C95503085_P150091478,-7.38927603,0
C71224783_P110056030,-7.38834667,0
C94785391_P148560649,-7.38421059,0
C78790883_P122967209,-7.38322878,0
C02220432_P09306825,-7.38314152,0
C02748519_P21374865,-7.38084507,0
C94377973_P147918334,-7.38002396,0
C13638104_P85726655,-7.37844181,0
C07941897_P111334664,-7.37743425,0
C91661136_P143488687,-7.37682629,0
C16070333_P87700236,-7.37583685,0
C06489301_P10185246,-7.3748045,0
C12467078_P49335474,-7.37169552,0
C36250630_P53880230,-7.37147379,0
C39834385_P60447882,-7.37023592,0
C71205174_P109941828,-7.36341476,0
C84971865_P132985340,-7.36175394,0
C44981887_P67799521,-7.36119604,0
C85374813_P133582213,-7.357831,0
C91628110_P143422636,-7.35770988,0
C71965860_P111700722,-7.35737896,0
C49303478_P73643715,-7.35695314,0
C07112895_P11139884,-7.35648727,0
C01412947_P09037636,-7.35623693,0
C05942167_P89354708,-7.35573387,0
C01217437_P13198681,-7.35393429,0
C08951430_P13868549,-7.35336208,0
C80931713_P126366170,-7.35300589,0
C05849628_P08754268,-7.35220909,0
C00005871_P56318655,-7.3515625,0
C69128484_P106240234,-7.34884977,0
C55173921_P83113389,-7.34653425,0
C20983669_P31358482,-7.34617472,0
C37365879_P55562754,-7.34422588,0
C72089962_P111887478,-7.34244442,0
C05557787_P09784127,-7.33970976,0
C98340845_P156417041,-7.33890676,0
C02358790_P49335440,-7.33838892,0
C94380641_P147921002,-7.33784103,0
C94264019_P147740728,-7.33676958,0
C39961020_P60642353,-7.33578205,0
C13466357_P156235344,-7.33524084,0
C40866639_P62040588,-7.3349638,0
C95930041_P156287550,-7.33065557,0
C38547974_P58346161,-7.32827282,0
C04807568_P06949047,-7.32644081,0
C06508791_P10254482,-7.32472086,0
C40939035_P126331135,-7.32323313,0
