Compound,Best,Flag
Isatin_76-2GZ7,-7.32294226,1
C45046307_P67887223,-7.32148838,0
C13640743_P21000687,-7.32033539,0
C77979580_P121668993,-7.31852388,0
C37523212_P152424021,-7.3157835,0
C35539237_P151918892,-7.31365538,0
C38704853_P61581456,-7.31293154,0
C52884112_P79261509,-7.31283617,0
C51998230_P77861890,-7.31209803,0
C38548288_P58346475,-7.31088161,0
C71826188_P111398301,-7.30981398,0
C00852643_P06996149,-7.30829287,0
C47824397_P71597896,-7.30340576,0
C52839754_P79189328,-7.30320835,0
C91516449_P143212152,-7.30236053,0
Pyridine_130-2GZ7,-7.30091858,1
C64748074_P99479797,-7.29604006,0
C40175494_P60972518,-7.29590559,0
C04744927_P06805261,-7.29568005,0
C51358499_P76949001,-7.29504442,0
C75635776_P117766029,-7.29465294,0
C92860555_P145430363,-7.29421663,0
C78088965_P121817293,-7.28884268,0
C61887316_P94833973,-7.28799295,0
C13374994_P20538607,-7.28526258,0
C94552594_P148210259,-7.28515005,0
C09966833_P20243661,-7.2846632,0
C92200674_P144349970,-7.2843132,0
C33446821_P152435195,-7.2822938,0
C94392449_P147936869,-7.28158426,0
C55700490_P83887446,-7.27691555,0
C87901243_P137499406,-7.27587032,0
C02808557_P10274580,-7.27454853,0
C71206918_P109943572,-7.27420187,0
C59379818_P90296068,-7.27190971,0
C04598545_P06316429,-7.26685524,0
C85431185_P133708766,-7.26654196,0
C59227796_P89932962,-7.26581764,0
C44342488_P66941335,-7.26502132,0
C97408488_P154279262,-7.26444864,0
C83850399_P131169720,-7.26432514,0
C96466806_P152337157,-7.26394415,0
C13520690_P114126642,-7.26313639,0
C94396234_P147952166,-7.26117325,0
C50306114_P75243543,-7.26087046,0
C23359591_P34704049,-7.2607832,0
C44802618_P67560386,-7.2601943,0
C67029059_P102999566,-7.25971699,0
C92782947_P145282022,-7.25964403,0
C04795199_P06922058,-7.25904036,0
C13520690_P56511615,-7.25890541,0
C46058229_P69342602,-7.2585187,0
C41194934_P62500474,-7.25838423,0
C72526912_P112838901,-7.25226259,0
C05671819_P08460666,-7.25029802,0
C40328390_P61220180,-7.24810171,0
C03047760_P09860799,-7.24711132,0
C20486659_P30545094,-7.24533892,0
C05183231_P07661015,-7.24463606,0
C90704483_P141874452,-7.24320173,0
C16192910_P24512996,-7.24262333,0
C62940929_P96576649,-7.24213934,0
C08600293_P126245916,-7.23988485,0
C55173955_P83113423,-7.23985529,0
C20235530_P30141750,-7.23872709,0
C01018038_P90573946,-7.23859596,0
C44269296_P66846894,-7.2384963,0
C71770615_P111207472,-7.23625755,0
C06097532_P113022330,-7.226789,0
C78461765_P122402811,-7.22304153,0
C12486479_P18557670,-7.22265434,0
C20312826_P152229120,-7.22219324,0
C50671096_P75798682,-7.22080135,0
C95442249_P149924925,-7.22075796,0
C48407401_P118055921,-7.21839762,0
C12345887_P18140848,-7.21776342,0
C92774589_P145265665,-7.21675539,0
C92782852_P145259618,-7.21592569,0
C05933447_P19765473,-7.21487379,0
C83293586_P130205940,-7.21457195,0
C84977234_P132990794,-7.21347475,0
C92803904_P145289091,-7.21305513,0
C98340321_P156414752,-7.20642424,0
C38003005_P57121806,-7.20536375,0
C58850496_P89090712,-7.20353317,0
C42039300_P63618940,-7.20119667,0
C79315382_P123873635,-7.19747496,0
C86387029_P135255114,-7.19540024,0
C31027370_P45687913,-7.19480658,0
C88192899_P137953152,-7.19325733,0
C72080562_P111875021,-7.19157171,0
C15735289_P23730214,-7.19035292,0
C40176447_P60975163,-7.18782854,0
C62832922_P96422524,-7.18681717,0
C96663198_P152816129,-7.18656921,0
Misc_189c-2GZ7,-7.18624926,1
C86170850_P134935474,-7.18305922,0
C43407912_P65641046,-7.1821003,0
C02322659_P13716603,-7.18200445,0
C71392884_P110435977,-7.1755271,0
C00205737_P111612080,-7.17468262,0
C80870132_P126310716,-7.17446995,0
C49121819_P73371512,-7.17404509,0
C06817687_P56719368,-7.17145014,0
C71760791_P111186994,-7.16968822,0
C12463598_P110135844,-7.16729689,0
C20322843_P30270580,-7.16652203,0
C00941503_P12913042,-7.16539955,0
C62818487_P96400602,-7.16442108,0
C83292441_P130202738,-7.16294718,0
C00852676_P06611914,-7.16269779,0
C08615684_P46598045,-7.1622057,0
C05250083_P57631112,-7.15987492,0
C05740065_P83054834,-7.15858316,0
C94361026_P147891121,-7.15827322,0
C88192990_P137953981,-7.15655899,0
C15612120_P87599789,-7.15534019,0
C19959593_P91132923,-7.15289927,0
C98006024_P155667515,-7.15179539,0
C00840967_P90505481,-7.15176773,0
C92643256_P145009070,-7.15158987,0
C44529168_P90220270,-7.15098476,0
C33269918_P49201435,-7.14976215,0
C36567460_P54348360,-7.14745903,0
C94694512_P148431768,-7.14568758,0
C89157068_P139442573,-7.14538002,0
C19594953_P56660026,-7.14327192,0
C72355557_P112499412,-7.14161825,0
C98322820_P156388744,-7.14048004,0
C94263500_P147738042,-7.1394515,0
C34936009_P51860001,-7.13942337,0
C58247293_P87915094,-7.13896513,0
C49563890_P74033736,-7.13862848,0
C37730744_P56099819,-7.13835621,0
C00627128_P37820353,-7.13759899,0
C36347642_P152411965,-7.13631916,0
C33378484_P155715856,-7.13609934,0
C98040542_P155761472,-7.13455915,0
C96418235_P152165470,-7.13360834,0
C39490992_P59863882,-7.13359642,0
C49569431_P74034598,-7.13249636,0
C16757934_P25277757,-7.13180447,0
C70438278_P108611293,-7.12954569,0
C52496004_P78574089,-7.12872458,0
C20227063_P30130603,-7.12833929,0
C10032575_P15309897,-7.12251234,0
C04994993_P07321302,-7.12227583,0
C90713417_P141887109,-7.12057829,0
C33342202_P154338509,-7.11880207,0
C56911587_P85457557,-7.11717701,0
C71198174_P109936372,-7.11660051,0
C41122002_P62399582,-7.11653566,0
C94513037_P148150453,-7.11610985,0
C13101077_P19400001,-7.11565018,0
C59474991_P90513527,-7.11338091,0
C96048568_P151281250,-7.1129961,0
C88320567_P138129490,-7.1090169,0
C88248656_P138014450,-7.1018424,0
C32772565_P48531335,-7.09787703,0
C38168562_P154262029,-7.09723043,0
C70217043_P108238700,-7.09566498,0
C87869972_P137440672,-7.09532213,0
C67458560_P103609871,-7.09513521,0
C87879045_P137456312,-7.09417248,0
C50323920_P138011947,-7.09405184,0
C02257489_P13419031,-7.09354734,0
C94446293_P148027064,-7.08832598,0
C43741085_P66113289,-7.08666039,0
C00250286_P04614514,-7.08435154,0
C03168067_P12678527,-7.08394146,0
C97408478_P154279252,-7.08354473,0
C90303155_P141167188,-7.08338833,0
C98039940_P155760866,-7.08144331,0
C00194301_P04938127,-7.0807972,0
C14652896_P22377370,-7.08047771,0
C98322472_P156388396,-7.08044529,0
C59397129_P90332925,-7.07512236,0
C36910578_P54866559,-7.07222509,0
C61368316_P93944520,-7.07163,0
C91545095_P143260378,-7.07162285,0
C77896684_P121549315,-7.07115555,0
C91433321_P143074737,-7.0690546,0
C88668929_P138678423,-7.06755877,0
C94393200_P147937620,-7.06425667,0
C94471646_P148071634,-7.0628686,0
C10883152_P16359828,-7.06064987,0
C13424829_P20628660,-7.06058359,0
C85405119_P133643642,-7.06009436,0
C62777693_P96326808,-7.0576582,0
C07763716_P11903658,-7.05663776,0
C87843786_P137402954,-7.0548439,0
C70416712_P108569376,-7.05441427,0
C04919996_P07180504,-7.05386877,0
C31714984_P46715775,-7.05205536,0
C02878500_P152644024,-7.05110359,0
C85197328_P133287665,-7.04842043,0
C36854631_P86626465,-7.04837894,0
C88719277_P138769722,-7.04583359,0
C04512537_P06128572,-7.04400969,0
C69432745_P106782858,-7.04380798,0
C02846979_P10404913,-7.04347849,0
C50908613_P76188484,-7.04271746,0
C01382934_P05020206,-7.04201937,0
C11695605_P156284023,-7.04075003,0
C98038244_P155755262,-7.03873205,0
C62071629_P95260848,-7.03842306,0
C33348327_P130272365,-7.03802109,0
C96157699_P151478268,-7.03692484,0
C90315607_P141206066,-7.03522205,0
C96255396_P151704110,-7.03440523,0
C80039478_P125056875,-7.03417969,0
C97104278_P153724616,-7.03228092,0
C04860183_P07064177,-7.03145933,0
C87216923_P136467419,-7.02996731,0
C88656799_P138666146,-7.02847815,0
C91324423_P142869559,-7.02794981,0
C97608343_P154712205,-7.02677059,0
C00170411_P10330471,-7.0244875,0
C95029510_P148969478,-7.02234936,0
C00826304_P12919827,-7.02113962,0
C50162655_P75035718,-7.01938152,0
C43509824_P65792783,-7.01746893,0
C96255096_P151700861,-7.01738262,0
C96010953_P151206414,-7.01650953,0
C36863775_P54786049,-7.01352501,0
C95029118_P148970834,-7.01210833,0
C93198219_P145910602,-7.00963688,0
C96462795_P152322617,-7.00611162,0
C94606119_P148293335,-7.00520706,0
C13624713_P20980029,-7.00516033,0
C71206925_P109943579,-7.00435829,0
C06844100_P10791931,-7.00390768,0
C05975313_P154670710,-7.00377417,0
C35925165_P53338275,-7.00363827,0
C92576877_P144903296,-7.00173235,0
C52602969_P100669853,-6.99901104,0
C04704066_P06702982,-6.99809456,0
C94895449_P148744275,-6.99629307,0
C21516758_P32081694,-6.99576998,0
C40372779_P61287764,-6.99422026,0
C49569471_P74027429,-6.99401045,0
C61673645_P94456000,-6.99337387,0
C87843783_P137402951,-6.99213266,0
C97408503_P154279277,-6.99072504,0
C57054013_P85655250,-6.99009609,0
C16976113_P25558254,-6.98792744,0
C37975711_P57065465,-6.98760605,0
C92782668_P145232954,-6.98743582,0
C36168957_P53728131,-6.98706245,0
C97362602_P154195959,-6.98383808,0
C92772342_P145263329,-6.98339415,0
C06357220_P89423910,-6.98213387,0
C72234735_P112230268,-6.98028851,0
C72480064_P112760952,-6.97848463,0
C81868611_P127706586,-6.97133732,0
C20865513_P31148629,-6.97050905,0
C62777694_P96326809,-6.96936274,0
C97608710_P154712582,-6.96628666,0
C80654203_P125913894,-6.96509504,0
C69178734_P106336185,-6.96391249,0
C29747018_P150077805,-6.96059322,0
C00638696_P04643055,-6.95959663,0
C21900809_P32595807,-6.95887375,0
C92140691_P144261754,-6.95847464,0
C13601053_P56525896,-6.95617819,0
C94360880_P147890974,-6.9549098,0
C04751453_P06824101,-6.95455027,0
C84960292_P132956425,-6.95294857,0
C84971866_P132985341,-6.95288801,0
C87879235_P137456502,-6.95154333,0
C40293066_P61166548,-6.94754887,0
C26631136_P87096685,-6.94415569,0
C97608059_P154711921,-6.93958664,0
C97864630_P155320978,-6.93839169,0
C97353899_P154167420,-6.93669176,0
C69592654_P107106350,-6.93510056,0
C92547920_P144864725,-6.93262148,0
C04784310_P06899506,-6.92433596,0
C13184106_P19843109,-6.92310715,0
C03018332_P06542072,-6.92075777,0
C83236418_P130091504,-6.9196806,0
C94437248_P147996509,-6.91952419,0
C00228022_P112030601,-6.91810322,0
C75245318_P117162029,-6.91590929,0
C38033768_P57183528,-6.91548157,0
C94602003_P148289208,-6.91542244,0
C59197952_P89852495,-6.91221809,0
C59032810_P89427661,-6.91068125,0
C96121224_P151409934,-6.91048908,0
C37835214_P56266410,-6.90999174,0
C48441103_P72449656,-6.90908527,0
C98038335_P155755363,-6.90760231,0
C93609915_P146620740,-6.90282345,0
C62810815_P96384999,-6.89945507,0
C39127275_P59273511,-6.89864588,0
C05520138_P19932618,-6.89802742,0
C87854673_P137418761,-6.89639759,0
C38507538_P58269759,-6.89515066,0
C12374610_P18182976,-6.89393282,0
C70155367_P108130299,-6.89164925,0
C91517410_P143209149,-6.89006472,0
C71812241_P111355927,-6.8893404,0
C94574753_P148246364,-6.88809013,0
C58625242_P88664529,-6.8857379,0
C66786639_P102642143,-6.8830905,0
C97608344_P154712206,-6.87968063,0
C79300198_P123861556,-6.87848711,0
C32101687_P47323995,-6.87668514,0
C05260144_P09755132,-6.87055111,0
C00826303_P12919815,-6.86935616,0
C16913403_P25471947,-6.86931658,0
C86580705_P135532668,-6.86583757,0
C12343902_P18138108,-6.8624301,0
C20412319_P30418443,-6.86157751,0
C85374484_P133581884,-6.85856676,0
C05426341_P08030917,-6.85776186,0
C70346784_P108444851,-6.85638809,0
C97678519_P154898348,-6.85305929,0
C70259335_P108296577,-6.85058689,0
C33369323_P151053399,-6.84983587,0
C66517045_P102273407,-6.84976482,0
C70474472_P108706717,-6.84963751,0
C36685503_P58756383,-6.84464359,0
C40993186_P62214806,-6.83918333,0
C03443547_P56808846,-6.83811951,0
C50673604_P75799527,-6.83510113,0
C54526734_P82047989,-6.83468914,0
C50323875_P75269324,-6.83290005,0
C94795449_P148575871,-6.82979202,0
C00809033_P86494730,-6.82913017,0
C00823674_P12911345,-6.82766342,0
C97349802_P154175658,-6.82746649,0
C33984919_P150661015,-6.82343292,0
C69198475_P106377791,-6.82005215,0
C96055866_P151288814,-6.81828356,0
C70435911_P108608907,-6.8157115,0
C88872030_P139014687,-6.81552935,0
C87765673_P137272724,-6.81489038,0
C38502857_P58265447,-6.8134656,0
C92577074_P144903683,-6.81212234,0
C04955919_P20145357,-6.81071615,0
C90143324_P140900064,-6.80930948,0
C92576346_P144902308,-6.80833149,0
C97353753_P154167133,-6.80291653,0
C97677610_P154897416,-6.80209303,0
C37305524_P55473215,-6.80203533,0
C97408696_P154279470,-6.79865265,0
C62757629_P96301179,-6.79746485,0
C37555541_P55850838,-6.79485989,0
C40869656_P62049091,-6.79177237,0
C98038278_P155755296,-6.78995609,0
C94726106_P148470182,-6.78868961,0
C97355042_P154169737,-6.78829336,0
C95025697_P148965654,-6.7868371,0
C48961855_P73149039,-6.78417492,0
C97608364_P154712226,-6.78317404,0
C86490959_P135409962,-6.77703571,0
C32508394_P99971779,-6.77282143,0
C85674801_P134123388,-6.77195692,0
C07346940_P11409070,-6.77135372,0
C13787124_P29517126,-6.76827431,0
C12381756_P49391031,-6.76680422,0
C41023679_P62257991,-6.76465368,0
C72295638_P112359099,-6.7635622,0
C97607060_P154708836,-6.76258278,0
C39591443_P60027484,-6.76207638,0
C37550649_P55845903,-6.7619133,0
C05720964_P08540409,-6.76161242,0
C03125817_P05832726,-6.76152515,0
C24707792_P36581494,-6.76111698,0
C88700896_P138756826,-6.75640488,0
C97354168_P154167964,-6.75504923,0
C48783137_P72894499,-6.75250483,0
C54160515_P81479881,-6.74904394,0
C13703248_P21087062,-6.74856234,0
C35252173_P52301373,-6.74790382,0
C59397110_P90332898,-6.74713516,0
C40334052_P61229048,-6.74563932,0
C09761291_P20413957,-6.74249077,0
C77508976_P120964797,-6.73684311,0
C37193176_P55306069,-6.73474312,0
C96228946_P151629048,-6.73158216,0
C92113068_P144228875,-6.72834969,0
C60874923_P93131943,-6.72728634,0
C88354623_P138186816,-6.72138023,0
C36169084_P53728371,-6.72127914,0
C97409196_P154279970,-6.72123718,0
C00086969_P56312399,-6.72102261,0
C06844150_P10792000,-6.72033501,0
C21500991_P32086185,-6.7203002,0
C79303910_P123851742,-6.71875906,0
C92576173_P144901978,-6.7180233,0
C87892237_P137483872,-6.71272659,0
C97354563_P154176142,-6.71257687,0
C45047062_P67888080,-6.7120719,0
C87767409_P137274462,-6.70830393,0
C20509334_P30577084,-6.70650434,0
C83935157_P131311540,-6.70594835,0
C33376594_P49420136,-6.69675303,0
C93760508_P146885315,-6.69552803,0
Misc_181b-2GZ7,-6.6940093,1
C91553946_P143279148,-6.692173,0
C93932759_P147227672,-6.68983984,0
C32519402_P47992647,-6.68804073,0
C70445621_P108621306,-6.68785334,0
C42175788_P63820899,-6.68176079,0
C96226203_P151626205,-6.68154621,0
C97398928_P154256641,-6.68069696,0
C30548228_P44921425,-6.68014956,0
C97409445_P154280219,-6.67796278,0
C45089342_P67952198,-6.67755032,0
C02536795_P53193192,-6.67321253,0
C36682879_P55732867,-6.6724081,0
C61094475_P93506431,-6.66964912,0
C94662253_P148375117,-6.66793585,0
C01189141_P06295045,-6.6657033,0
C88352830_P138184548,-6.66541624,0
C71210405_P109947074,-6.66423321,0
C62996780_P96735009,-6.66303778,0
C01065118_P76660200,-6.65605354,0
C79602007_P124362593,-6.65406895,0
C94746506_P148497523,-6.65180159,0
C00040794_P56334841,-6.65123177,0
C94694416_P148436029,-6.64770889,0
C94607280_P148294504,-6.64735174,0
C48960188_P73147371,-6.64725399,0
C91348160_P142901587,-6.64348698,0
C33392655_P153033173,-6.64272261,0
C31714975_P46715760,-6.63916588,0
C98319598_P156385522,-6.63826656,0
C87871970_P137446590,-6.63794756,0
C35357609_P52460339,-6.63506508,0
C97353733_P154167093,-6.63407135,0
C71320594_P110266900,-6.63237047,0
C01023434_P05655321,-6.63186407,0
C92576567_P144902715,-6.63103914,0
C79305506_P123855426,-6.62654543,0
C48838603_P72974152,-6.62618732,0
C37335768_P55515029,-6.62558985,0
C72364137_P112516252,-6.62370491,0
C87870546_P137443489,-6.61693382,0
C06550951_P10321719,-6.61693001,0
C97398689_P154256156,-6.61326313,0
C87756709_P137257506,-6.61040068,0
C71989025_P111732264,-6.60914469,0
C65373979_P100488026,-6.60876083,0
C40292029_P61165327,-6.60353804,0
C97608504_P154712366,-6.59977818,0
C17204112_P25856718,-6.59969616,0
C90683238_P141837467,-6.59530067,0
C34347840_P151897809,-6.58960581,0
C97355055_P154169764,-6.58719587,0
C87893132_P137483120,-6.58711433,0
C97677508_P154897311,-6.57892656,0
C37052853_P55087337,-6.57539511,0
C04739237_P06793318,-6.57254744,0
C67005825_P102967334,-6.57176638,0
C37626535_P55967321,-6.56909943,0
C37550661_P55845910,-6.56836653,0
C11635176_P17276920,-6.56706333,0
C92577154_P144903839,-6.56641483,0
C85414082_P133663441,-6.56639385,0
C93379970_P146208041,-6.56615114,0
C04865771_P56548600,-6.56410933,0
C03078071_P86631463,-6.5599494,0
C37977983_P57067787,-6.5587678,0
C13772892_P90049941,-6.55306578,0
C84469474_P153156815,-6.5513339,0
C69436795_P106787514,-6.55062628,0
C94454211_P148035481,-6.54764843,0
C97354115_P154167861,-6.5462451,0
C54909979_P82654919,-6.54506016,0
C90143328_P140900068,-6.54484224,0
C57351887_P86104398,-6.54223061,0
C77600525_P121099430,-6.54078865,0
C80508058_P125703909,-6.5396924,0
C35433705_P52575746,-6.53821516,0
C89275024_P139607718,-6.53547335,0
C51728779_P77494658,-6.53537083,0
C04088255_P57412814,-6.53532791,0
C82552956_P129014645,-6.53435469,0
C39955934_P110129455,-6.53410053,0
C97398887_P154256562,-6.52858543,0
C01350647_P07333611,-6.52413702,0
C86031393_P134700351,-6.52277708,0
C85415493_P133666427,-6.52071762,0
C89944555_P140600081,-6.51910067,0
C42175791_P63820902,-6.51872206,0
C97608509_P154712371,-6.51534414,0
C94450280_P148043323,-6.51440668,0
C98037748_P155754193,-6.51308393,0
C97171388_P153850644,-6.51243258,0
C54553091_P82094067,-6.50883341,0
C01074408_P06278872,-6.49681854,0
C73603284_P114623496,-6.49675417,0
C87869267_P137439967,-6.49578953,0
C88396588_P138278345,-6.49536991,0
C53712318_P80776039,-6.49341822,0
C92783370_P145282455,-6.49039316,0
C85376673_P133584860,-6.48807383,0
C97678283_P154898107,-6.4861412,0
C91501897_P143189938,-6.48395729,0
C31657561_P46626591,-6.47911835,0
C98040120_P155761046,-6.47905588,0
C95095010_P149097373,-6.4776268,0
C87892400_P137478753,-6.47282076,0
C36860767_P54782726,-6.47137117,0
C21320665_P31825360,-6.47030544,0
C02323133_P06872611,-6.46905708,0
C01064680_P06173868,-6.46506453,0
C37348590_P55536263,-6.46438932,0
C92517447_P144814596,-6.46404219,0
C62984529_P96707733,-6.46288443,0
C42610650_P138217146,-6.45836496,0
C74251000_P115710397,-6.45645666,0
C88515428_P138443538,-6.45612001,0
C88352594_P138184312,-6.4543066,0
C94249742_P147719162,-6.45191145,0
C62961454_P96627641,-6.44786596,0
C00678623_P05775308,-6.44560575,0
C97354286_P154176078,-6.44424677,0
C80932600_P126388649,-6.44069529,0
C86423169_P135300386,-6.43878365,0
C40286002_P61151859,-6.43718433,0
C94329676_P147846745,-6.43405914,0
C97608200_P154712062,-6.42749166,0
C35369580_P52477621,-6.42670536,0
C50307209_P138014026,-6.42625523,0
C98040157_P155761083,-6.42515898,0
C62754099_P96291056,-6.41967583,0
C80655935_P131170302,-6.41941833,0
C86374666_P135242751,-6.41894436,0
C98042299_P155764944,-6.41129303,0
C79305418_P123855223,-6.40980816,0
C98032716_P155735260,-6.40774012,0
C40285942_P61151762,-6.3996644,0
C88949650_P139119417,-6.3993926,0
C91332879_P142883346,-6.39908552,0
C94224397_P147664852,-6.39888144,0
C85322268_P133503327,-6.39470243,0
C05333943_P07886400,-6.394207,0
C97409293_P154280067,-6.39071512,0
C70407719_P108543421,-6.39062738,0
C37324884_P55496853,-6.38854122,0
C97354818_P154169277,-6.3877964,0
C92778716_P145226088,-6.38569498,0
C90005370_P140694025,-6.38494539,0
C91550260_P143272050,-6.37951279,0
C53994850_P81206487,-6.37309313,0
C54917787_P82677478,-6.37259531,0
C71024630_P109611693,-6.36542177,0
C97354076_P154167783,-6.36205959,0
C97354957_P154169556,-6.36079025,0
C33457572_P152518925,-6.35960197,0
C24601198_P36493795,-6.34833145,0
C34881370_P152904297,-6.3383522,0
C89353103_P139729999,-6.3370924,0
C98037726_P155754171,-6.33396816,0
C50307340_P75244769,-6.3289814,0
C85671310_P134119685,-6.32520771,0
C00183513_P04951205,-6.32436752,0
C97354589_P154168809,-6.32203627,0
C97171557_P153850813,-6.32042122,0
C03246539_P56814220,-6.31852531,0
C86437471_P135333554,-6.31642866,0
C05496443_P08156485,-6.31619501,0
C94444092_P148024881,-6.31526232,0
C97612198_P154719774,-6.31436539,0
C97408605_P154279379,-6.30421162,0
C38107859_P57296683,-6.30095434,0
C39591708_P60027873,-6.30046225,0
C86386729_P135254814,-6.29866552,0
C36928082_P59190854,-6.29826307,0
C97921712_P155420308,-6.29572296,0
C97606968_P154708744,-6.29526615,0
C91332724_P142883175,-6.29364491,0
C50306686_P75244115,-6.28852892,0
C87515848_P136886968,-6.28654051,0
C92516220_P144812756,-6.28528023,0
C92595008_P144925779,-6.28144693,0
C97097594_P153714614,-6.2810483,0
C37290868_P55452664,-6.27789211,0
C94730655_P148477628,-6.2731328,0
C88489480_P138408866,-6.26906109,0
C85755970_P134244798,-6.26183367,0
C17020581_P25613985,-6.26114416,0
C42338116_P64037737,-6.25602198,0
C48546515_P72582500,-6.25109148,0
C71835043_P111416752,-6.25065279,0
C62766627_P96309799,-6.24792004,0
C40291773_P61172567,-6.24457359,0
C97606925_P154708701,-6.24408102,0
C61409364_P94037301,-6.23957109,0
C98180068_P156131547,-6.2392416,0
C20588947_P30737755,-6.23203135,0
C89540074_P139962089,-6.23028088,0
C87868547_P137439247,-6.22574234,0
C97630846_P154762832,-6.21923494,0
C97630347_P154759641,-6.20500946,0
C91326470_P142871783,-6.20493269,0
C97608751_P154712623,-6.20232821,0
C91326317_P142871630,-6.19480801,0
C88851087_P138984240,-6.18781614,0
C92577205_P144903935,-6.18737078,0
C62766628_P96309800,-6.18461609,0
C93931936_P147226845,-6.18284178,0
C37317634_P55500543,-6.17616653,0
C84057299_P131499542,-6.17534399,0
C60079373_P91682826,-6.16818285,0
C97870251_P155335434,-6.15515995,0
C97408496_P154279270,-6.15078926,0
C44592679_P67301737,-6.14922523,0
C97608513_P154712375,-6.13963985,0
C71839745_P111425553,-6.13932848,0
C90479403_P141484290,-6.13822842,0
C97171609_P153850865,-6.13729572,0
C83591170_P130755031,-6.12555504,0
C38085486_P57261026,-6.1190176,0
C62824611_P96406849,-6.11860943,0
C87820939_P137362649,-6.11054993,0
C50593527_P75665480,-6.09406948,0
C94850741_P148668239,-6.08715868,0
C72070222_P111861195,-6.08665609,0
C89977083_P140645083,-6.08593845,0
C97814456_P155241744,-6.07416534,0
C16089576_P24366603,-6.07409334,0
C48952825_P73135961,-6.07090235,0
C44592592_P67301581,-6.06970167,0
C27571447_P40641847,-6.06916428,0
C96743252_P152946462,-6.06895876,0
C90782825_P142002303,-6.06082916,0
C86830127_P135913148,-6.05347109,0
C89974796_P140642794,-6.04573536,0
C97608481_P154712343,-6.03972816,0
C61630033_P94362121,-6.03377914,0
C37327047_P55501401,-6.02553892,0
C62754694_P96300437,-6.017272,0
C61539606_P94220416,-6.00695181,0
C91271839_P142751390,-5.99271679,0
C47896775_P71697573,-5.98872662,0
C97607271_P154709047,-5.9881444,0
C97408382_P154279156,-5.97315741,0
C77072358_P120243168,-5.97269249,0
C67119578_P103111137,-5.96952438,0
C87755466_P137256077,-5.9674902,0
C94486143_P148099214,-5.96273088,0
C37843366_P56278109,-5.96061182,0
C97408383_P154279157,-5.94484806,0
C49373351_P73735867,-5.93117905,0
C87640076_P137093470,-5.92654657,0
C20504765_P30569138,-5.92180586,0
C96870300_P153262716,-5.89896345,0
C97608215_P154712077,-5.89740324,0
C85450592_P133737247,-5.89312553,0
C52815771_P79141446,-5.88253355,0
C16688139_P25178378,-5.85303354,0
C03352395_P09181159,-5.82151413,0
C96846510_P153214575,-5.79551792,0
C83525523_P130648102,-5.78664303,0
C92577041_P144903615,-5.77450323,0
C87226598_P136482117,-5.76609707,0
C80676421_P125944306,-5.75090313,0
C96846512_P153214577,-5.73576832,0
C62085062_P95258469,-5.73353529,0
C35222090_P52266679,-5.71537542,0
C49479436_P73875171,-5.69567013,0
C72193630_P112147718,-5.6779871,0
C97992067_P155633337,-5.61924934,0
C77088692_P120265186,-5.60362387,0
C66054412_P101621688,-5.57643175,0
C34669549_P51443194,-5.54454947,0
C19407960_P80571999,-5.53905296,0
C78877955_P123103543,-5.49957895,0
C44840339_P67618769,-5.48165894,0
C96846612_P153214677,-5.46192217,0
C03121806_P06163336,-5.13450241,0
